year,season,month,weekday,hour,holiday,workingday,weather,temp,temp_felt,hum,windspeed,casual,registered,total
2011,aut,nov,sat,2,no,no,1,7,5,0.81,7,3,20,23
2011,spr,jun,wed,23,no,yes,1,28,28,0.51,11,10,59,69
2012,sum,sep,sun,16,no,no,part clouds,25,26,0.36,19,228,473,701
2012,sum,jun,thu,3,no,yes,1,27,30,0.74,0,3,8,11
2011,spr,jun,sat,9,no,no,1,26,27,0.61,15,62,156,218
2012,spr,apr,thu,7,no,yes,2,12,11,0.82,9,15,391,406
2012,sum,jul,mon,8,no,yes,2,24,24,0.83,11,26,429,455
2011,sum,jul,wed,20,no,yes,1,31,39,0.75,15,45,264,309
2012,aut,nov,fri,18,no,yes,2,9,8,0.61,0,20,489,509
2012,aut,sep,fri,11,no,yes,2,24,25,0.69,0,109,252,361
2011,spr,jun,tue,2,no,yes,1,21,25,0.49,19,2,8,10
2012,sum,jul,sat,16,no,no,1,41,41,0.19,11,102,192,294
2012,win,mar,fri,11,no,yes,2,10,6,0.34,24,17,170,187
2012,aut,nov,tue,22,no,yes,1,5,-1,0.56,22,15,120,135
2012,win,jan,tue,1,no,yes,2,8,4,0.93,17,2,7,9
2011,spr,may,sun,4,no,no,1,13,12,0.82,0,2,8,10
2012,sum,jun,mon,11,no,yes,1,31,32,0.43,22,54,127,181
2012,win,jan,thu,13,no,yes,2,11,10,0.71,0,17,156,173
2012,win,feb,mon,18,no,yes,1,11,10,0.43,15,11,426,437
2011,spr,avril,fri,2,no,yes,3,5,1,0.93,13,0,7,7
2012,sum,jul,fri,8,no,yes,2,25,26,0.83,11,39,652,691
2011,aut,nov,wed,8,no,yes,2,16,15,0.94,7,7,316,323
2011,spr,apr,tue,22,no,yes,1,8,4,0.49,20,3,43,46
2011,win,jan,sat,23,no,no,1,0,-3,0.8,6,3,30,33
2012,spr,apr,sun,12,no,no,1,18,18,0.24,17,198,259,457
2011,sum,sep,fri,0,no,yes,1,13,12,0.71,15,5,43,48
2011,aut,nov,tue,8,no,yes,1,18,18,0.77,19,9,440,449
2012,aut,dec,mon,21,no,yes,1,14,13,0.82,13,14,207,221
2011,win,mar,mon,18,no,yes,1,10,8,0.4,7,25,210,235
2012,aut,oct,thu,2,no,yes,1,15,14,0.82,13,1,13,14
2012,aut,dec,wed,6,no,yes,2,5,0,0.6,17,2,126,128
2011,spr,apr,mon,8,no,yes,1,15,14,0.63,0,20,277,297
2011,sum,aug,sat,20,no,no,1,28,29,0.62,15,78,170,248
2011,sum,aug,sat,1,no,no,1,22,22,0.83,0,12,35,47
2012,win,dec,sat,10,no,no,3,5,0,0.81,9,6,35,41
2011,sum,jul,tue,10,no,yes,1,32,0,0.52,11,38,85,123
2011,spr,may,sun,8,no,no,1,17,17,0.63,9,28,58,86
2011,sum,aug,tue,10,no,yes,1,26,26,0.37,0,56,92,148
2011,sum,aug,sun,2,no,no,1,25,26,0.79,13,13,51,64
2011,aut,nov,thu,19,no,yes,1,7,3,0.45,15,7,210,217
2011,spr,may,sat,6,no,no,2,17,16,0.88,7,2,9,11
2012,win,feb,fri,9,no,yes,1,4,-1,0.65,13,18,252,270
2011,win,mar,fri,2,no,yes,3,9,7,1,7,2,3,5
2011,win,feb,wed,17,no,yes,1,9,7,0.25,6,15,207,222
2012,sum,sep,sun,3,no,no,1,17,16,0.68,0,10,38,48
2011,aut,dec,thu,9,no,yes,2,10,6,0.62,19,6,274,280
2012,sum,sep,thu,22,no,yes,1,18,18,0.73,7,35,252,287
2011,sum,aug,sat,3,no,no,2,26,28,0.84,15,8,22,30
2011,aut,dec,sat,22,no,no,2,8,6,0.61,6,17,97,114
2011,spr,apr,wed,17,no,yes,2,28,27,0.37,28,34,398,432
2011,sum,aug,thu,2,no,yes,2,24,23,0.94,6,2,5,7
2012,spr,may,fri,14,no,yes,2,24,25,0.74,19,83,159,242
2012,spr,apr,fri,17,no,yes,1,19,19,0.24,11,117,621,738
2011,spr,jun,tue,11,no,yes,2,29,30,0.52,17,38,113,151
2011,spr,jun,fri,22,no,yes,1,22,21,0.88,9,48,127,175
2012,win,feb,tue,2,no,yes,1,4,3,0.6,0,0,3,3
2012,sum,aug,fri,17,no,yes,mist,28,28,0.51,15,117,695,812
2011,sum,jul,sat,5,no,no,2,22,21,0.88,11,4,11,15
2011,spr,apr,sun,4,no,no,1,17,16,0.94,6,0,5,5
2011,spr,apr,wed,7,no,yes,1,5,2,0.65,7,3,130,133
2011,aut,nov,mon,0,no,yes,1,9,8,0.87,0,1,14,15
2011,win,feb,thu,9,no,yes,1,-2,-9,0.42,24,1,121,122
2011,spr,apr,mon,7,no,yes,1,15,14,0.63,0,12,156,168
2012,win,mar,sat,13,no,no,1,21,24,0.6,7,286,400,686
2011,win,feb,wed,22,no,yes,3,0,-5,0.8,11,4,42,46
2011,sum,sep,sun,1,no,no,2,22,21,0.88,0,22,66,88
2011,spr,may,mon,5,no,yes,2,14,13,0.77,9,4,16,20
2011,win,jan,fri,8,no,yes,1,2,-4,0.47,22,7,210,217
2011,spr,jun,fri,23,no,yes,1,27,30,0.74,11,36,110,146
2012,win,feb,mon,15,no,yes,1,17,17,0.25,28,24,150,174
2012,aut,oct,fri,11,no,yes,1,18,18,0.37,24,61,252,313
2011,win,jan,wed,0,no,yes,1,2,1,0.64,0,0,6,6
2012,aut,dec,fri,23,no,yes,1,6,4,0.75,6,11,123,134
2012,sum,jun,sun,8,no,no,1,26,27,0.58,0,38,103,141
2011,spr,apr,tue,9,no,yes,1,23,24,0.73,24,35,164,199
2011,win,mar,sun,6,no,no,1,5,1,0.6,15,1,3,4
2012,sum,jul,wed,12,no,yes,2,30,30,0.43,0,69,223,292
2011,aut,oct,tue,9,no,yes,1,16,15,0.55,15,29,194,223
2011,win,mar,fri,10,no,yes,2,8,4,0.57,20,18,60,78
2011,win,mar,tue,20,no,yes,1,7,5,0.61,6,2,86,88
2011,aut,nov,mon,21,no,yes,2,18,18,0.77,15,4,152,156
2011,aut,nov,mon,10,no,yes,2,17,16,0.63,19,26,85,111
2011,spr,may,sat,1,no,no,1,13,12,0.82,7,8,50,58
2011,aut,nov,wed,23,no,yes,1,9,4,0.61,24,4,47,51
2012,aut,nov,sat,18,no,no,1,5,-1,0.38,26,22,123,145
2011,spr,apr,wed,9,no,yes,2,11,10,0.94,15,2,63,65
2011,win,mar,tue,0,no,yes,1,7,2,0.7,31,0,7,7
2011,sum,jul,tue,13,no,yes,1,34,37,0.47,15,32,104,136
2012,sum,aug,fri,9,no,yes,2,27,28,0.58,0,58,331,389
2011,sum,jul,wed,19,no,yes,1,28,30,0.7,15,71,323,394
2012,win,dec,sun,22,no,no,1,4,1,0.6,7,5,53,58
2011,aut,nov,tue,6,no,yes,1,17,17,0.83,19,1,88,89
2012,sum,jul,sat,13,no,no,2,39,41,0.31,17,116,244,360
2011,aut,dec,thu,16,no,yes,1,12,11,0.4,13,9,192,201
2011,sum,jul,sun,8,no,no,1,25,26,0.79,15,39,53,92
2012,spr,jun,fri,19,no,yes,3,22,21,0.88,24,4,41,45
2012,spr,apr,sun,10,no,no,3,11,10,0.82,22,11,57,68
2012,win,jan,tue,23,no,yes,1,-3,-11,0.46,26,0,18,18
2012,sum,jul,fri,6,no,yes,2,24,23,0.89,11,3,123,126
2012,sum,sep,tue,3,no,yes,1,16,15,0.67,9,1,7,8
2011,win,mar,wed,20,no,yes,2,8,5,0.87,13,4,87,91
2011,aut,dec,thu,17,no,yes,2,17,17,0.59,19,14,310,324
2012,win,mar,thu,4,no,yes,1,14,13,0.72,19,0,2,2
2011,aut,nov,wed,15,no,yes,1,16,15,0.51,11,26,161,187
2011,win,mar,wed,20,no,yes,1,10,6,0.29,28,9,86,95
2012,aut,oct,fri,23,no,yes,1,10,7,0.57,13,11,89,100
2011,win,jan,sat,22,no,no,2,12,11,0.94,15,11,17,28
2011,aut,oct,tue,15,no,yes,2,21,22,0.78,11,36,139,175
2011,aut,nov,tue,20,no,yes,2,16,15,0.82,9,26,212,238
2012,aut,sep,mon,22,no,yes,1,17,16,0.51,15,18,154,172
2011,win,feb,fri,12,no,yes,1,17,16,0.59,13,59,126,185
2011,sum,jun,fri,18,no,yes,1,29,28,0.37,20,87,365,452
2011,sum,jul,sun,12,no,no,1,31,34,0.55,7,198,206,404
2012,sum,jun,fri,7,no,yes,1,28,29,0.58,11,19,340,359
2011,spr,mar,sun,20,no,no,1,6,2,0.36,11,7,50,57
2012,spr,may,wed,18,no,yes,clear,19,19,0.73,15,43,770,813
2011,spr,jun,tue,22,no,yes,1,20,20,0.6,15,29,159,188
2011,spr,jun,tue,20,no,yes,1,21,25,0.56,11,60,237,297
2011,sum,aug,mon,23,no,yes,1,23,24,0.69,15,11,77,88
2012,spr,apr,thu,22,no,yes,1,13,12,0.35,13,15,143,158
2012,aut,nov,mon,17,no,yes,1,9,5,0.46,15,34,604,638
2012,spr,may,tue,15,no,yes,1,32,35,0.49,26,71,185,256
2012,aut,nov,mon,10,no,yes,2,10,6,0.66,17,33,106,139
2011,sum,sep,wed,1,no,yes,1,22,23,0.78,6,1,7,8
2012,sum,jun,thu,11,no,yes,1,31,30,0.31,13,41,170,211
2012,win,jan,sun,0,no,no,1,11,10,0.4,19,14,77,91
2011,spr,mar,thu,9,no,yes,2,5,1,0.93,15,3,94,97
2012,aut,oct,mon,11,no,yes,1,20,20,0.46,0,76,196,272
2012,win,mar,fri,6,no,yes,2,12,11,0.5,24,2,83,85
2012,aut,oct,tue,2,no,yes,1,14,13,0.67,9,2,1,3
2012,spr,jun,thu,15,no,yes,1,28,28,0.48,20,111,213,324
2012,win,jan,mon,1,no,yes,1,4,0,0.6,9,1,4,5
2012,aut,oct,fri,19,no,yes,1,13,12,0.41,15,40,453,493
2011,spr,mar,mon,22,no,yes,1,15,14,0.88,15,18,60,78
2011,spr,mar,sun,1,no,no,2,4,-1,0.52,13,3,17,20
2012,win,jan,mon,8,no,yes,3,2,-2,0.86,9,5,267,272
2011,win,mar,tue,1,no,yes,1,5,-1,0.7,24,0,3,3
2011,spr,mar,fri,0,no,yes,1,4,-1,0.6,13,1,17,18
2011,sum,aug,fri,2,no,yes,3,23,22,0.83,0,0,8,8
2012,aut,sep,sun,0,no,no,1,17,16,0.59,0,35,112,147
2011,aut,nov,sat,0,no,no,1,4,0,0.6,9,12,52,64
2011,aut,sep,wed,23,no,yes,1,21,18,0.94,9,12,59,71
2012,spr,may,fri,18,no,yes,1,23,24,0.23,19,78,518,596
2012,win,jan,thu,10,no,yes,2,4,1,0.52,6,5,81,86
2011,win,dec,sun,16,no,no,1,10,8,0.57,7,35,51,86
2012,aut,nov,mon,17,no,yes,2,13,12,0.58,13,33,586,619
2012,win,feb,sat,1,no,no,1,5,2,0.7,7,0,43,43
2011,spr,jun,sun,15,no,no,1,26,27,0.54,0,161,256,417
2012,spr,mar,sun,7,no,no,2,12,11,0.94,22,14,25,39
2012,aut,nov,thu,2,yes,no,1,4,1,0.75,6,3,15,18
2012,spr,may,sat,23,no,no,1,26,28,0.74,17,36,114,150
2011,aut,oct,tue,4,no,yes,1,12,11,0.82,6,3,4,7
2011,win,feb,tue,5,no,yes,1,5,-1,0.81,22,0,2,2
2012,aut,sep,fri,20,no,yes,3,21,25,0.53,11,32,304,336
2012,spr,may,thu,1,no,yes,2,16,15,0.88,9,2,9,11
2011,aut,oct,wed,8,no,yes,1,17,17,0.63,0,26,441,467
2012,win,mar,thu,22,no,yes,1,11,10,0.5,17,3,123,126
2012,aut,dec,sun,0,no,no,2,7,5,0.87,6,9,108,117
2011,sum,jul,wed,17,no,yes,1,26,28,0.79,0,70,418,488
2011,win,jan,sun,13,no,no,2,10,7,0.66,9,11,64,75
2011,aut,oct,sun,5,no,no,1,4,-2,0.75,20,0,4,4
2012,sum,aug,mon,9,no,yes,2,28,28,0.45,0,40,265,305
2012,aut,dec,thu,12,no,yes,1,10,6,0.4,17,30,252,282
2011,aut,sep,tue,4,no,yes,3,22,20,0.94,6,5,3,8
2011,sum,sep,tue,12,no,yes,1,27,28,0.58,15,43,144,187
2011,win,jan,sun,5,no,no,2,-6,-11,0.57,7,0,3,3
2011,spr,may,sun,0,no,no,1,18,18,0.88,11,31,100,131
2012,win,jan,mon,6,yes,no,1,5,-1,0.41,26,0,14,14
2011,aut,nov,tue,0,no,yes,1,19,19,0.64,24,7,15,22
2011,win,dec,sat,21,no,no,1,5,1,0.56,11,4,15,19
2011,win,mar,wed,11,no,yes,2,8,3,0.76,26,15,44,59
2011,spr,apr,sat,22,no,no,2,20,20,0.78,17,55,114,169
2011,sum,jul,sun,20,no,no,1,31,34,0.55,22,70,205,275
2012,aut,oct,tue,21,no,yes,3,22,20,0.94,7,24,265,289
2011,sum,aug,thu,17,no,yes,1,31,30,0.29,17,96,486,582
2012,spr,apr,sun,11,no,no,1,15,14,0.51,0,128,283,411
2011,aut,nov,sat,23,no,no,1,6,5,0.7,0,4,81,85
2011,aut,dec,fri,21,no,yes,2,8,5,0.45,11,7,95,102
2012,spr,may,mon,22,yes,no,1,28,30,0.7,11,47,110,157
2011,spr,may,sat,6,no,no,1,20,20,0.83,17,3,16,19
2011,spr,apr,tue,19,no,yes,2,17,16,0.72,13,28,248,276
2012,spr,mar,wed,11,no,yes,1,17,16,0.42,26,,168,222
2012,spr,apr,sun,17,no,no,1,22,24,0.22,20,185,226,411
2011,aut,dec,wed,17,no,yes,3,12,11,1,22,4,48,52
2012,aut,nov,sat,10,no,no,1,10,6,0.46,26,68,260,328
2012,spr,apr,fri,20,no,yes,1,15,14,0.24,19,61,191,252
2012,win,feb,sun,1,no,no,2,8,4,0.39,17,10,62,72
2012,spr,apr,tue,9,no,yes,1,21,25,0.38,33,71,329,400
2011,win,jan,fri,5,no,yes,1,-3,-7,0.54,6,0,8,8
2011,spr,may,mon,14,no,yes,1,22,25,0.41,15,44,118,162
2011,aut,nov,sat,10,no,no,1,10,9,0.81,0,57,84,141
2011,spr,apr,mon,3,no,yes,1,13,12,0.62,7,6,1,7
2012,sum,jun,mon,19,no,yes,1,28,27,0.27,31,74,508,582
2012,sum,aug,fri,15,no,yes,1,36,36,0.27,20,109,417,526
2012,aut,nov,sat,15,no,no,1,13,12,0.35,20,175,374,549
2012,aut,sep,wed,17,no,yes,1,28,28,0.48,20,77,876,953
2011,spr,apr,sat,5,no,no,2,11,10,0.87,19,1,3,4
2011,spr,may,tue,18,no,yes,1,33,37,0.53,13,55,362,417
2011,sum,sep,mon,5,yes,no,2,24,25,0.74,11,2,4,6
2012,sum,jul,mon,15,no,yes,2,29,29,0.45,15,66,214,280
2012,spr,jun,tue,22,no,yes,1,24,23,0.94,7,19,188,207
2012,spr,jun,sun,1,no,no,1,18,18,0.56,9,21,100,121
2011,win,jan,sat,7,no,no,1,2,1,0.86,0,1,2,3
2012,win,jan,mon,4,no,yes,2,2,1,0.8,0,0,1,1
2012,aut,oct,fri,2,no,yes,2,17,17,0.88,7,4,15,19
2011,spr,jun,fri,22,no,yes,1,27,30,0.74,17,40,145,185
2012,spr,may,thu,20,no,yes,1,25,26,0.44,11,88,391,479
2012,spr,may,wed,15,no,yes,1,23,24,0.65,13,52,204,256
2011,win,mar,sun,14,no,no,1,12,11,0.3,0,145,134,279
2012,spr,apr,thu,7,no,yes,1,7,2,0.65,22,12,294,306
2012,win,dec,sat,20,no,no,1,4,0,0.48,11,6,55,61
2011,sum,sep,thu,23,no,yes,2,22,20,0.94,0,14,99,113
2012,win,mar,sat,7,no,no,2,10,7,0.93,9,2,14,16
2011,sum,sep,sat,5,no,no,1,15,14,0.72,11,2,3,5
2011,spr,may,sun,18,no,no,2,15,14,0.82,6,33,126,159
2011,sum,jul,thu,7,no,yes,2,28,32,0.84,9,23,251,274
2012,spr,apr,sat,18,no,no,1,18,18,0.18,20,227,290,517
2011,sum,sep,sun,12,no,no,1,18,18,0.64,9,135,229,364
2012,aut,dec,sat,5,no,no,2,10,8,0.93,7,2,4,6
2011,aut,dec,tue,3,no,yes,2,15,14,0.87,13,0,3,3
2011,sum,aug,fri,8,no,yes,2,24,24,0.83,0,30,368,398
2012,sum,aug,mon,5,no,yes,1,22,21,0.88,0,4,32,36
2011,aut,oct,sun,22,no,no,1,13,12,0.77,7,25,69,94
2012,aut,oct,tue,18,no,yes,light rain,22,20,0.94,6,48,639,687
2011,win,mar,tue,5,no,yes,1,2,-4,0.64,19,1,1,2
2012,sum,jun,tue,4,no,yes,1,18,18,0.45,20,1,9,10
2011,aut,dec,fri,6,no,yes,1,3,2,0.8,0,3,84,87
2012,sum,aug,fri,4,no,yes,1,23,22,0.89,9,0,7,7
2012,aut,oct,mon,6,yes,no,1,9,7,0.76,7,5,54,59
2012,aut,oct,sun,20,no,no,1,18,18,0.73,15,48,198,246
2012,aut,sep,thu,13,no,yes,2,28,28,0.48,0,61,265,326
2011,sum,sep,wed,16,no,yes,1,29,30,0.52,19,36,241,277
2012,spr,apr,mon,22,no,yes,clear,8,5,0.76,13,18,71,89
2012,spr,apr,thu,17,no,yes,1,18,18,0.77,11,49,565,614
2011,sum,jun,wed,14,no,yes,1,31,30,0.31,13,50,138,188
2012,spr,apr,thu,15,no,yes,1,21,25,0.43,0,66,196,262
2011,aut,nov,fri,0,yes,no,1,9,5,0.53,17,10,56,66
2011,win,jan,tue,6,no,yes,1,0,-4,0.74,7,1,35,36
2012,sum,aout,thu,6,no,yes,2,21,20,0.88,6,14,178,192
2011,aut,dec,wed,17,no,yes,2,10,8,0.57,7,19,377,396
2012,win,jan,sun,9,no,no,1,5,2,0.93,7,13,27,40
2012,aut,dec,sat,10,no,no,2,6,2,0.89,11,45,211,256
2011,spr,apr,sat,10,no,no,3,13,12,0.94,26,1,21,22
2011,aut,nov,sat,3,no,no,1,5,0,0.48,17,4,11,15
2011,aut,oct,mon,2,no,yes,1,4,3,0.87,0,0,3,3
2011,spr,may,sat,13,no,no,1,21,25,0.35,19,196,240,436
11,aut,dec,fri,7,no,yes,1,3,1,0.87,6,6,199,205
2011,sum,sep,wed,22,no,yes,3,22,20,0.94,11,3,26,29
2012,spr,apr,tue,13,no,yes,1,22,25,0.29,17,52,187,239
2011,win,dec,sun,14,no,no,1,9,5,0.61,17,41,45,86
2011,aut,oct,sun,10,no,no,1,18,18,0.45,17,121,226,347
2011,aut,dec,tue,13,no,yes,2,14,13,0.54,9,18,163,181
2011,spr,jun,tue,10,no,yes,2,29,29,0.48,13,37,86,123
2011,aut,dec,sat,4,no,no,1,4,0,0.65,11,0,9,9
2011,sum,aug,fri,14,no,yes,2,30,31,0.52,17,81,164,245
2012,win,jan,tue,19,no,yes,1,11,10,0.46,7,11,270,281
2012,sum,sep,thu,7,no,yes,1,15,14,0.82,7,20,514,534
2011,sum,jul,fri,16,no,yes,1,39,41,0.3,26,35,198,233
2011,aut,oct,sat,8,no,no,3,6,1,0.87,24,4,16,20
2012,sum,sep,wed,14,no,yes,1,32,36,0.56,7,34,177,211
2011,win,dec,tue,16,no,yes,3,14,13,0.88,22,2,44,46
2011,win,dec,sun,23,no,no,1,5,2,0.65,9,2,14,16
2012,win,mar,mon,3,no,yes,1,3,-1,0.51,11,0,1,1
2012,aut,nov,wed,22,no,yes,1,6,2,0.45,11,6,148,154
2012,spr,may,wed,1,no,yes,1,21,21,0.83,11,23,9,32
2012,aut,oct,sun,15,no,no,1,24,25,0.39,28,213,355,568
2011,win,dec,fri,15,no,yes,1,11,10,0.54,24,12,191,203
2011,spr,apr,wed,16,no,yes,1,18,18,0.28,28,27,142,169
2011,win,jan,thu,8,no,yes,1,-1,-7,0.5,13,5,197,202
2012,aut,sep,sun,2,no,no,1,16,15,0.63,0,21,71,92
2011,aut,oct,mon,18,no,yes,1,19,19,0.6,0,49,469,518
2011,win,mar,mon,1,no,yes,3,2,-4,1,22,0,2,2
2012,spr,may,sun,1,no,no,2,18,18,0.83,15,37,84,121
2011,sum,jul,mon,20,no,yes,1,27,30,0.74,9,55,247,302
2011,win,mar,mon,8,no,yes,2,7,4,0.56,9,24,217,241
2012,spr,apr,mon,8,no,yes,2,7,2,0.75,22,11,471,482
2012,aut,oct,sat,6,no,no,2,17,16,0.82,13,2,29,31
2011,win,feb,thu,7,no,yes,1,8,6,0.57,7,7,119,126
2011,sum,sep,sun,12,no,no,1,29,32,0.66,11,214,221,435
2011,spr,may,sun,20,no,no,1,18,18,0.88,0,53,138,191
2012,spr,jun,sat,5,no,no,1,21,25,0.56,7,4,15,19
2011,aut,oct,sat,5,no,no,1,13,12,0.71,11,1,6,7
2011,sum,aug,tue,15,no,yes,1,27,27,0.34,15,178,423,601
2011,sum,jun,thu,23,no,yes,1,26,28,0.74,19,15,90,105
2011,spr,may,mon,13,no,yes,2,28,29,0.58,28,49,155,204
2011,aut,nov,fri,19,no,yes,1,6,2,0.41,11,7,183,190
2011,aut,dec,sat,17,no,no,1,6,1,0.36,22,34,151,185
2012,aut,dec,fri,19,no,yes,1,9,7,0.53,6,17,302,319
2012,sum,aug,thu,3,no,yes,1,25,26,0.83,6,1,5,6
2011,aut,nov,tue,12,no,yes,2,18,18,0.68,0,28,148,176
2012,spr,may,tue,3,no,yes,3,20,20,0.83,9,1,5,6
2012,sum,aug,tue,11,no,yes,1,28,29,0.62,0,69,127,196
2012,spr,mar,mon,12,no,yes,1,16,15,0.33,35,63,216,279
2011,spr,jun,tue,5,no,yes,1,18,18,0.56,22,3,23,26
2012,win,jan,sat,4,no,no,1,8,6,0.57,6,1,9,10
2012,aut,dec,thu,15,no,yes,2,9,6,0.57,13,33,216,249
2011,aut,nov,sat,11,no,no,1,12,11,0.62,7,107,123,230
2011,aut,nov,sun,4,no,no,1,4,3,0.87,0,0,6,6
2012,aut,dec,tue,6,no,yes,2,9,4,0.71,20,0,118,118
2012,win,jan,fri,22,no,yes,1,2,-4,0.47,22,7,58,65
2011,aut,sep,tue,0,no,yes,1,22,20,0.94,9,9,28,37
2011,spr,apr,wed,18,no,yes,1,14,13,0.62,26,28,293,321
2012,win,feb,wed,6,no,yes,2,4,3,0.7,0,3,95,98
2012,aut,nov,sat,11,no,no,2,6,1,0.41,20,55,131,186
2011,win,mar,fri,12,no,yes,2,9,5,0.53,17,15,96,111
2011,win,jan,mon,21,no,yes,1,-1,-6,0.63,11,6,53,59
2012,sum,aug,sun,4,no,no,1,23,24,0.69,6,2,8,10
2012,sum,sep,thu,2,no,yes,1,27,30,0.79,0,1,7,8
2012,aut,dec,mon,23,no,yes,1,13,12,0.82,7,9,93,102
2012,sum,jun,tue,22,no,yes,1,24,25,0.34,17,26,219,245
2011,spr,may,fri,3,no,yes,1,10,8,0.71,7,3,6,9
2011,win,dec,thu,9,no,yes,2,11,10,0.87,6,10,218,228
2011,aut,nov,tue,23,no,yes,1,10,9,0.81,0,3,45,48
2012,sum,aug,sun,22,no,no,1,27,30,0.79,6,57,100,157
2011,aut,oct,sun,13,no,no,1,24,25,0.44,6,225,193,418
2011,aut,dec,sun,21,no,no,1,3,2,0.64,0,9,80,89
2012,aut,nov,wed,8,no,yes,1,4,-2,0.6,19,9,683,692
2012,sum,jul,wed,14,no,yes,1,38,42,0.38,22,54,116,170
2012,win,feb,fri,14,no,yes,2,8,6,0.39,6,8,138,146
2012,spr,may,thu,23,no,yes,1,18,18,0.49,9,29,137,166
2012,win,jan,tue,2,no,yes,1,7,3,0.42,15,0,2,2
2011,sum,aug,sun,23,no,no,1,26,28,0.74,11,20,48,68
2012,sum,sep,thu,20,no,yes,1,22,24,0.69,7,55,408,463
2012,sum,aug,sat,9,no,no,1,30,34,0.65,15,61,217,278
2012,sum,jul,thu,10,no,yes,1,29,31,0.58,13,41,157,198
2011,spr,apr,tue,1,no,yes,2,22,25,0.5,6,6,7,13
2012,sum,sep,thu,17,no,yes,1,23,25,0.5,15,91,885,976
2011,aut,nov,sun,17,no,no,1,18,18,0.56,13,37,167,204
2012,win,mar,sun,4,no,no,1,4,0,0.6,9,7,15,22
2012,aut,dec,tue,18,no,yes,1,8,4,0.53,15,23,523,546
2011,aut,nov,fri,1,no,yes,1,5,-1,0.44,22,0,10,10
2012,sum,jun,thu,20,no,yes,1,32,32,0.34,13,71,399,470
2011,sum,jul,tue,2,no,yes,1,26,28,0.79,7,2,7,9
2012,aut,nov,wed,15,no,yes,1,15,14,0.36,6,68,381,449
2012,sum,jul,tue,23,no,yes,1,28,29,0.58,22,38,154,192
2012,win,jan,tue,3,n,yes,1,7,3,0.45,15,0,2,2
2011,win,jan,thu,5,no,yes,2,-1,-4,0.69,6,0,4,4
2012,win,mar,sun,21,no,no,1,13,12,0.54,15,37,110,147
2011,sum,jul,sun,1,no,no,1,26,27,0.61,9,19,94,113
2012,aut,dec,tue,3,no,yes,2,12,11,0.87,9,1,3,4
2011,sum,jul,wed,15,no,yes,1,34,38,0.5,11,36,102,138
2012,sum,jul,sun,5,no,no,1,30,33,0.62,0,1,5,6
2012,spr,jun,wed,9,no,yes,2,23,24,0.69,39,54,298,352
2011,sum,aug,sat,18,no,no,1,26,28,0.74,15,123,169,292
2011,spr,apr,sun,14,no,no,1,17,16,0.72,13,148,133,281
2011,sum,sep,mon,18,no,yes,2,19,19,0.68,9,56,484,540
2012,win,mar,wed,13,no,yes,1,17,16,0.34,28,26,179,205
2012,win,jan,mon,5,no,yes,2,2,1,0.86,0,0,19,19
2012,spr,may,wed,18,no,yes,1,27,28,0.51,15,97,749,846
2011,spr,may,thu,4,no,yes,1,16,15,0.94,0,2,3,5
2011,sum,aug,wed,17,no,yes,1,31,33,0.49,15,46,506,552
2011,win,feb,thu,9,no,yes,2,4,-2,0.75,20,4,133,137
2011,aut,oct,sun,14,no,no,3,10,7,0.81,11,61,195,256
2011,win,jan,mon,22,no,yes,1,-1,-6,0.69,9,0,20,20
2011,aut,oct,wed,23,no,yes,1,17,16,0.77,7,9,64,73
2012,sum,jul,mon,7,no,yes,1,28,28,0.51,7,8,390,398
2011,spr,jan,sat,10,no,no,2,1,-3,0.8,11,5,56,61
2011,spr,may,fri,21,no,yes,2,17,17,0.84,11,24,130,154
2011,sum,sep,thu,23,no,yes,3,22,18,1,6,0,26,26
2012,sum,aug,wed,4,no,yes,1,26,28,0.84,0,1,6,7
2011,aut,oct,sat,8,no,no,1,15,14,0.59,19,24,101,125
2011,spr,apr,sun,20,no,no,3,21,21,0.83,19,34,71,105
2012,aut,oct,tue,10,no,yes,1,17,16,0.48,19,65,157,222
2011,win,mar,sun,6,no,no,1,9,8,0.66,0,0,2,2
2011,spr,jun,thu,13,no,yes,1,36,38,0.37,6,18,118,136
2012,sum,aug,tue,15,no,yes,1,31,33,0.52,0,100,206,306
2012,win,feb,sun,21,no,no,3,5,1,0.65,11,3,33,36
2011,aut,nov,wed,23,no,yes,3,13,12,0.88,9,3,28,31
2012,sum,jul,thu,14,no,yes,1,37,39,0.33,22,87,154,241
2011,win,feb,sat,4,no,no,2,3,1,0.6,6,1,1,2
2011,win,jan,sun,16,no,no,1,0,-7,0.26,22,9,56,65
2011,spr,jun,tue,0,no,yes,1,21,25,0.49,13,13,18,31
2012,aut,oct,thu,7,no,yes,2,23,22,0.89,6,12,379,391
2011,aut,dec,thu,7,no,yes,1,4,-2,0.65,24,11,265,276
2011,spr,jun,wed,19,no,yes,2,28,31,0.79,11,16,248,264
2012,sum,sep,thu,0,no,yes,1,19,19,0.73,6,11,46,57
2011,sum,jul,sat,14,no,no,1,28,28,0.45,20,201,232,433
2011,sum,jul,tue,20,no,yes,1,31,32,0.46,17,47,243,290
2012,aut,oct,mon,0,yes,no,1,11,10,0.76,19,7,44,51
2011,sum,aug,sat,7,no,no,1,22,22,0.83,0,8,36,44
2012,win,jan,tue,14,no,yes,1,17,16,0.29,22,18,142,160
2011,hiver,jan,sat,4,no,no,2,-7,-15,0.48,20,0,3,3
